Id,OptionType,Strike,Spot,TimeToExpiry,RiskfreeRate,MarketFearIndex,BuySellRatio,OptionPrice
4444,Put,100,131.5249074,1.564586296,4.2729349,29.37890463,3.960728449,9.871318681
4445,Call,110,52.43602698,0.560829293,3.5217654,43.58073687,3.620457037,0.064563604
4446,Put,150,78.33317048,1.188456447,2.7818505,88.46287868,1.752640001,72.09186079
4447,Put,80,84.57376693,1.931593064,5.5571626,30.09006835,1.51211079,8.248584346
4448,Call,100,70.56576579,0.814250993,2.1011204,20.67937658,0.303147424,0.00000121
4449,Put,130,64.67979101,0.537709143,2.8336464,56.62319232,2.528252642,64.50715107
4450,Call,70,52.23360578,1.52793152,4.0973605,90.01711703,0.98110353,3.781131923
4451,Put,120,108.0393027,1.907807189,5.3782492,20.1843523,3.250894404,22.28867643
4452,Put,130,68.27548829,1.219347292,2.1644167,51.29587779,1.323887491,60.34516968
4453,Put,130,143.617526,0.92818809,5.0405085,41.93519059,3.087167839,14.14366192
4454,Put,150,96.39491087,1.15710792,4.0923734,67.44653114,0.374977071,51.2388707
4455,Call,50,111.9719868,1.641223317,5.1499662,27.36905596,3.376821639,57.374191
4456,Call,60,102.5223099,0.798407309,3.695866,89.46312922,2.17118759,44.51269517
4457,Call,150,67.26842195,0.410969697,3.0549058,24.84055772,3.825214855,0.000128074
4458,Call,60,56.4424108,0.982502056,4.3003258,48.48892029,0.346260947,1.721562905
4459,Put,50,72.85794804,0.437776988,2.4437531,50.45054755,3.413296972,1.292445341
4460,Put,150,111.6846671,1.090781084,2.2698333,6.320369913,3.827187591,38.80531218
4461,Call,140,75.81500034,0.806485892,4.4386268,75.73787898,1.743676989,0.955746135
4462,Put,110,112.0913856,1.992348467,2.0641264,14.44555276,0.745005542,5.912464887
4463,Put,110,141.4374268,1.287861706,2.2700956,71.13691217,3.514124869,16.90148453
4464,Put,150,53.47874001,1.419773278,5.454281,93.67831194,3.604004715,93.76965137
4465,Call,90,103.1344285,1.476556807,5.1006278,56.32788333,0.652242754,16.84118661
4466,Put,100,102.1691196,1.175392715,5.2553538,35.34493451,3.430015087,13.83694045
4467,Call,70,93.92990946,0.393237466,5.4072587,13.29543327,3.166254159,23.53704044
4468,Call,60,89.49225738,1.958188568,4.4201202,49.6868238,2.127447007,30.88288839
4469,Put,110,53.16489999,0.73394304,3.2806796,57.11807276,0.377866095,55.48295042
4470,Put,140,138.8579126,0.341044633,3.9486562,73.87131219,1.846555187,13.81607349
4471,Call,70,133.1281534,0.484833179,4.3883542,93.87506097,2.63702929,62.92862802
4472,Call,100,109.7049257,1.790848513,3.8720177,9.678101969,1.594794557,13.44673895
4473,Call,120,53.13145205,1.37943516,4.3080422,54.20508678,1.798474374,0.235260923
4474,Put,110,81.0268792,1.247513412,3.5756443,5.621383143,3.963903708,28.98730409
4475,Put,70,127.4069394,1.720213411,5.1772228,14.15285538,1.778090044,0.061327985
4476,Call,80,108.8397243,1.545144117,3.1408789,8.613275565,1.439425984,27.80785271
4477,Call,50,99.78483544,0.331609695,3.3805005,28.86040879,3.951706477,49.23233722
4478,Call,110,119.6969624,0.634647217,2.4900234,32.4245651,2.278246126,15.18928205
4479,Put,140,85.5807881,0.426431394,5.5356374,66.38876313,2.735658511,54.40467972
4480,Put,120,107.9635246,0.832446782,3.2296151,9.903495685,2.670124497,15.60128278
4481,Call,60,137.713505,0.525598625,2.9277937,97.91022037,1.591962981,76.60634945
4482,Put,50,91.74336509,0.655117522,2.9378617,3.020382606,3.904155102,0.002155472
4483,Put,110,82.02130861,1.135342523,2.2464758,80.5150754,3.31505505,40.03931139
4484,Put,110,140.0204694,1.463268844,3.7466435,83.8583877,2.823786622,18.68447924
4485,Put,110,122.9262128,0.749190619,3.1771825,73.94484709,0.998661571,7.288312475
4486,Put,70,68.23915129,1.275408793,4.9079485,28.995025,3.735971706,10.5337121
4487,Put,90,104.5197485,1.587977985,4.0073214,66.38219293,2.12305475,12.59663051
4488,Put,70,54.5787339,1.309362538,3.9940744,87.58827022,3.742615557,26.72768742
4489,Call,130,107.0429669,0.960814807,2.1850614,98.65962252,0.648635633,6.573759938
4490,Call,130,85.81951081,1.183706331,2.1967507,87.01192788,1.488189938,5.141767651
4491,Call,140,80.47015741,0.940648238,2.2226804,29.50910679,2.030131614,0.123573865
4492,Call,140,74.06417227,0.97421413,3.7442131,14.81395064,2.157971697,0.00658536
4493,Put,60,52.8449102,0.547558067,4.0095351,14.06568857,1.997043493,7.891326358
4494,Call,60,109.9947794,1.606505018,5.3486477,53.90829872,1.595597882,47.27832365
4495,Put,90,104.3257021,1.704762305,5.8494863,90.4233253,3.060823088,21.61588366
4496,Put,60,100.648133,0.864510493,2.7320501,47.75518242,2.279571162,0.734736091
4497,Call,90,71.26073297,1.144762051,5.1716563,57.63196908,1.080216763,3.22293414
4498,Call,90,65.60658916,0.328657604,4.7206629,0.312003413,3.496405291,0.005746084
4499,Call,130,132.6119062,1.574404879,3.4928713,0.993039778,0.326767712,4.980210528
4500,Call,120,71.96841956,0.431703258,3.5334862,57.84408828,1.838227069,0.235325297
4501,Put,80,67.83494945,1.767593191,4.6589832,72.10655987,2.556622196,25.41453722
4502,Call,140,91.10659901,0.262686614,2.7029886,99.04991943,2.147624417,1.017876213
4503,Call,60,69.3379625,1.318272829,4.2639153,72.78971453,2.235206433,17.62675765
4504,Put,130,149.7575615,1.619207159,3.9582815,61.18816384,3.208543091,23.54018769
4505,Call,130,110.3438681,0.880816986,2.5664992,3.432512699,1.348133307,0.537952926
4506,Put,60,75.25094168,1.610522004,3.5165924,37.75171885,0.682539443,1.464415665
4507,Put,130,73.65977523,1.306676297,3.9985854,65.82357641,2.139151586,56.67674783
4508,Call,50,54.36884373,0.456590076,2.9983477,13.7881542,3.798164647,6.183218984
4509,Put,90,134.3115366,0.93879988,5.9777368,20.11064515,0.307939627,0.000000789
4510,Call,70,123.0567035,1.788283521,4.0880263,36.70097344,2.617070743,51.57298283
4511,Call,80,85.05891286,0.731868157,5.1631934,97.1772739,1.856391845,17.03038405
4512,Put,60,129.7851921,0.971509687,4.9070669,42.58756238,1.782158292,0.025505553
4513,Put,130,101.7404278,0.431394553,2.4150486,68.2580892,3.443671165,33.19251699
4514,Call,150,58.94815343,0.897646938,3.0245261,77.26310234,1.352782649,0.094446139
4515,Put,130,123.2073004,0.757344137,5.5940448,40.31084088,3.08540573,20.76525628
4516,Call,70,118.4401535,0.795180211,5.6794167,44.84226606,3.723699726,47.43611661
4517,Put,150,91.99966503,1.264856867,2.2281276,88.07010333,3.714500082,70.71071144
4518,Put,90,85.56916026,0.663169506,4.8799846,84.55134834,3.65019642,19.61846736
4519,Call,60,142.0416043,1.291509788,5.0340278,85.94212961,0.738356297,76.99330204
4520,Call,110,147.1990693,0.312298364,3.4601721,78.80420079,3.228358326,41.71948153
4521,Put,70,106.2540874,0.655001663,4.3627899,54.20606635,1.91524771,0.941213576
4522,Put,60,138.7489113,0.336839678,3.1942609,71.46628991,2.815781941,0.01216302
4523,Put,100,145.7736858,1.229255846,5.248826,21.46172431,3.528906351,2.939537673
4524,Call,130,105.1211826,0.711275714,4.5869575,95.89113107,3.952969256,20.20408887
4525,Call,110,61.77910552,1.296700096,2.2975841,39.47778566,1.777585696,0.469703609
4526,Call,150,108.8780176,1.195638241,5.0531632,25.53557571,2.437633267,2.665913989
4527,Put,100,88.115676,0.896201699,3.829866,62.21655076,3.419348266,24.25241175
4528,Call,80,132.0396147,0.425690247,4.1463481,25.28403893,3.757963992,51.19600128
4529,Call,120,83.14736714,1.26138403,4.6581276,99.23107016,1.599125904,9.16657478
4530,Put,50,54.644622,1.495169736,4.1555698,80.33542853,1.304435859,7.795747945
4531,Call,80,56.79016364,0.352067432,5.1371852,42.97193869,1.081436536,0.010117217
4532,Call,70,116.6432726,0.684175216,5.7674158,38.41226588,2.389646113,45.01366923
4533,Call,60,141.9647898,1.955701064,4.0718416,96.01357387,2.169362,79.69143151
4534,Put,110,94.48229358,0.253200625,4.2916018,2.567216576,2.042943223,15.44652027
4535,Put,120,60.61999584,1.621895313,5.1549229,14.60884276,1.022980039,54.61859229
4536,Put,110,127.5785237,1.349347608,4.5995055,64.07347175,3.99459739,21.28764818
4537,Call,60,115.9877542,0.481687302,2.2483397,5.105155489,0.88595367,55.3846802
4538,Put,80,54.7501409,0.849781238,5.937165,98.44315814,1.41252834,27.32448732
4539,Call,110,56.45085371,1.481651292,5.5619607,17.17270508,0.837443364,0.0000151
4540,Call,110,54.92728814,1.910491739,4.5870768,0.278918084,1.323781724,0.00000203
4541,Put,70,144.5329133,0.993586521,5.9653707,41.11854792,3.161383098,0.604483042
4542,Put,140,149.6335653,0.609909849,5.6011238,91.82627336,1.773458237,16.51063322
4543,Put,120,99.55004938,1.557218537,2.6054107,29.38393187,3.32097232,28.90555801
4544,Put,110,118.5151309,1.046370415,2.8273785,13.33501205,0.684643969,2.043597967
4545,Put,120,61.55359367,1.188593632,4.2105417,6.649927406,0.549044351,55.59337127
4546,Call,110,112.1253321,0.335419634,3.7554988,85.58168517,3.824866804,18.92703712
4547,Call,150,113.7526149,0.851283345,4.5821479,81.65959229,3.934603835,18.3011966
4548,Put,150,120.669605,1.855067603,5.0717315,43.60797322,0.668241302,30.48344741
4549,Put,100,56.51206311,1.361260368,3.5689336,57.91042634,2.116679284,43.79357517
4550,Call,110,94.04301133,1.712979239,4.4973647,16.55899473,1.070421185,2.075737
4551,Put,80,94.83797392,1.067223674,4.6664625,0.783952263,0.406313949,0.013603006
4552,Put,150,102.8447667,0.493277086,4.6461864,39.73435493,2.839450887,46.84988662
4553,Put,150,119.0086291,1.706934242,2.4169198,71.61494232,0.638115627,36.34486459
4554,Put,100,81.86885533,1.70413455,3.6593798,3.982536233,2.543630085,19.34319217
4555,Call,70,55.20602383,1.451547008,5.8061833,24.39563366,3.293870774,3.121593088
4556,Call,130,111.8616296,1.048550245,2.3117423,89.22092229,2.275239387,16.63131552
4557,Put,120,90.99397673,1.525985505,5.4759501,20.02907591,3.707321481,30.9017494
4558,Put,70,130.2646428,0.759381863,2.7283013,91.00573726,1.23558593,0.653770094
4559,Call,50,120.3031636,0.764740262,5.6253577,74.02456728,3.936825736,68.36876314
4560,Put,50,53.35532584,0.29705518,4.9817704,23.11253485,2.015457035,1.454173886
4561,Put,130,106.7875513,0.81430868,3.22438,77.81894194,3.962804786,39.76239148
4562,Put,140,111.3676216,0.903949065,5.5980334,78.56934046,0.437039599,28.62022605
4563,Call,140,117.7412917,1.474237318,5.1860565,96.06422901,2.483379084,27.48002609
4564,Call,110,83.29677113,0.378370681,3.1646096,92.24568854,2.642071859,3.69141027
4565,Put,150,127.6047771,0.678604885,3.1645323,39.11043002,3.465478494,31.72367134
4566,Put,60,87.63562846,1.908865748,5.6077226,84.80563797,1.889791483,6.444366775
4567,Call,80,120.756757,1.557846848,5.5734088,87.74908383,0.449514472,38.58890326
4568,Put,130,86.94274018,0.467729285,3.3796897,45.90873211,1.885144889,42.70137936
4569,Call,100,67.98948321,1.798571502,2.6274607,55.42709288,0.51502937,0.526586422
4570,Put,70,130.6243124,1.695998128,5.3008898,1.260146968,1.505055192,0.0009491
4571,Call,90,145.4128272,0.657667204,4.8316546,30.87299919,2.523651516,53.91095373
4572,Put,110,95.8423574,0.839908118,4.7024196,68.93617798,2.600792359,25.53445064
4573,Put,140,86.71146832,1.728022492,5.5714721,88.13486574,3.321921024,65.94904805
4574,Call,140,79.05846758,1.949348959,3.0356911,89.10404876,0.305621631,0.257736421
4575,Call,80,80.00959747,0.524749445,2.1347027,81.85114551,3.201620197,13.44299128
4576,Put,60,52.60948591,1.734262572,4.8267435,32.72172533,2.461064786,11.84983088
4577,Put,100,62.93120561,0.618453971,2.7860684,4.841254191,3.408764096,36.4584806
4578,Call,50,74.11833208,1.818983305,2.9940687,35.01023235,3.56102292,27.41060965
4579,Call,150,98.98184494,0.409767209,5.5002952,50.94130595,1.408574771,0.098512684
4580,Call,100,115.0005727,0.272631689,3.0574103,86.0011627,1.74796369,19.40697916
4581,Call,50,125.7095062,0.379979932,2.1593569,56.37851175,3.650017311,75.11932593
4582,Call,80,98.65772172,1.036872433,3.0418629,97.15671193,1.443132341,25.58169664
4583,Put,60,114.7921518,1.387812059,2.1660566,56.39348449,1.854650267,0.830382766
4584,Call,90,62.74290331,0.910865742,5.3373862,48.61382522,0.255041086,0.00231177
4585,Put,110,67.11235962,1.421459021,4.036298,31.01879649,1.899998708,41.37968203
4586,Call,120,112.8118559,0.269294336,4.0885341,43.54990227,0.674108664,2.077761292
4587,Put,140,94.56258281,1.000417415,5.1682031,81.90408287,3.696516575,54.20516573
4588,Put,90,144.7917695,1.031423184,3.6739729,73.6718505,1.423745295,2.109248462
4589,Call,90,107.5968383,1.072192625,4.2152699,43.60717703,2.508714163,24.59294066
4590,Put,100,96.6486208,0.704738177,5.3336451,51.91275152,1.577588973,10.8971338
4591,Put,50,72.14670306,1.678609269,3.8732779,60.06315146,3.094699906,6.148590113
4592,Put,60,120.2299842,1.833852571,4.5197165,72.18666036,0.506778949,0.07272816
4593,Put,140,65.94956715,0.860441829,4.4526644,85.55563226,0.832458202,71.32205593
4594,Put,130,100.5287745,1.971600018,4.5932519,14.19809521,1.143897541,28.21839074
4595,Put,140,56.98392838,0.490473685,2.9178052,92.30563042,3.167158785,82.18827603
4596,Put,120,140.4708662,0.306661188,5.5004461,13.32326328,3.363192533,1.467821831
4597,Call,110,80.16135868,1.05806798,4.3287195,55.69195972,3.661810787,8.313225115
4598,Call,110,124.2501464,0.402057099,4.9426637,77.47650043,2.802733526,24.64965502
4599,Put,60,104.3927496,1.321760419,3.0015649,26.82315008,3.065435447,1.121658923
4600,Call,80,68.5547436,0.36626064,5.0773076,51.94434562,3.418778695,3.173214105
4601,Call,150,56.68437424,0.392963412,3.3317604,89.13810839,2.757211401,0.050170876
4602,Put,50,144.8304779,1.699800619,4.6899,40.79793183,3.708776964,0.359939089
4603,Call,90,67.10696651,0.682393028,2.1185703,70.05014329,3.945079528,6.070566403
4604,Call,70,100.1390116,1.405020746,5.3768239,95.44329881,2.587424703,39.3287204
4605,Put,120,85.80446678,0.975279373,2.5784705,2.142764294,0.790893429,33.34649998
4606,Call,50,75.01518979,0.437659364,5.8761544,70.47031885,1.638322599,24.65471
4607,Put,100,74.91364308,1.819694439,2.1703748,25.2062021,3.590693142,31.00938655
4608,Call,60,111.2280098,1.392488343,4.0490934,86.89157753,3.353538154,54.63273147
4609,Put,50,92.88964628,1.888176698,3.2730035,19.98528554,1.520409416,0.032235131
4610,Put,90,127.8590063,1.893278892,2.2002253,12.70282547,1.26230595,0.52119618
4611,Call,150,78.15333474,1.80341289,4.2478379,62.9450558,0.265181913,0.001680824
4612,Call,110,68.02945646,0.449965188,2.6745887,36.47073573,2.240734621,0.030567387
4613,Call,110,103.5554947,0.945464101,4.678185,84.99395248,3.946717692,22.45168727
4614,Call,70,106.3964384,1.852329998,2.7379677,97.48721639,3.853169525,53.16619304
4615,Put,70,102.7241191,0.970108934,4.0300615,76.80645964,3.026070509,7.053507939
4616,Put,150,90.21027732,1.443039376,5.2426796,43.04669139,3.823239735,62.09514322
4617,Call,130,55.08367053,1.949821249,5.7177168,45.41164532,1.897907519,0.441904839
4618,Put,60,136.3295193,1.0957047,2.2391561,38.99297412,3.115114858,0.133720004
4619,Put,130,111.5680743,1.935389863,5.8329165,34.09907119,0.464901123,18.82125749
4620,Put,130,140.1099486,0.377647514,5.2688915,4.506847208,1.67683361,1.104291487
4621,Call,150,120.1891479,0.457595959,2.4031839,21.14429776,3.411354116,2.189185834
4622,Call,50,137.3970558,0.394135496,4.1109288,31.62976931,0.499423124,85.99240395
4623,Call,150,112.3457962,1.848230535,4.349895,72.10858414,0.520671199,3.837168541
4624,Call,110,107.1829276,1.914181913,3.4755875,82.66105802,1.771754265,22.5707995
4625,Call,150,113.5814033,1.960811723,3.6597148,96.40635336,2.396575712,27.45579605
4626,Call,90,131.6432845,1.379941714,2.2130996,76.28999971,1.773479023,47.75153343
4627,Put,50,71.00064279,1.160704866,4.9860798,54.96509423,3.380983988,4.201179122
4628,Call,90,87.95131032,1.369658111,2.8565522,66.68818093,2.573230788,19.07039182
4629,Put,110,92.08323973,1.132235219,5.78917,41.74704661,3.55806584,27.18719149
4630,Call,140,90.7759914,0.347479414,3.2723649,40.93731008,1.58354968,0.030844574
4631,Call,100,62.1769563,0.775234516,2.5761582,84.8660674,1.497974736,2.035122981
4632,Call,70,149.174144,0.70451844,3.6354662,62.19615908,1.826084253,77.26364809
4633,Put,60,89.65183304,1.624097042,4.6133351,58.02586066,3.171500171,5.94963716
4634,Put,50,104.6670642,0.530371369,2.6872998,32.58473392,1.403127796,0.00000371
4635,Put,90,50.1817057,1.434763713,4.3966586,99.7674175,1.141188176,38.7952659
4636,Put,120,105.7814303,0.936821013,3.9277504,24.7628829,3.584194713,22.34443254
4637,Put,140,138.0200568,1.270528985,3.3464565,73.44181209,1.148230966,22.25318835
4638,Put,120,53.99970414,0.72507286,4.791384,47.87989146,2.558395329,63.78087603
4639,Put,130,73.87068059,1.13775547,5.4276083,71.33643081,3.924142441,57.86523086
4640,Put,90,146.9547406,1.106362843,4.079593,9.907590059,0.399703872,0.000000178
4641,Call,150,63.8156697,0.809198239,5.3484179,93.37134172,1.733377491,0.353953487
4642,Call,130,122.7337786,0.859467099,3.2926085,37.29178438,2.718950954,13.10998699
4643,Call,150,72.79898535,0.361120873,3.6819753,61.87669973,2.774165399,0.059891992
4644,Call,130,75.63910637,0.595164349,3.0914439,38.70946522,3.97267259,1.003257895
4645,Put,70,63.43130266,1.945801212,4.9729848,30.35181434,2.198215697,12.40304815
4646,Call,100,100.5440273,1.869387851,5.5268301,44.65795639,2.959958813,18.26873226
4647,Put,120,124.4993229,1.477424355,5.5968256,41.56121362,3.15701009,19.76225058
4648,Put,80,95.16972049,0.305561457,4.062689,78.38173251,2.790215516,4.497100132
4649,Put,50,101.7433707,0.59145183,3.4749982,6.833046154,2.043122246,0.00000027
4650,Call,130,124.4289762,1.31324562,5.4833505,25.27254105,3.006214667,13.95670645
4651,Put,90,121.7116326,0.315443494,2.028234,56.67342218,2.601595066,0.892635529
4652,Put,140,73.74865982,1.83312796,5.212903,10.12014605,2.829364864,60.3940498
4653,Call,150,93.4197166,1.331808099,2.7798851,32.8087612,2.422159433,1.160684179
4654,Put,150,52.02172388,1.800006978,2.0410432,2.305513432,3.679644317,94.44424576
4655,Call,150,111.7365973,1.066271019,4.9580578,77.31840339,3.254058667,13.91678277
4656,Put,140,92.45285443,0.975324471,4.2628262,90.91317911,1.179938809,49.72230187
4657,Put,90,59.0743482,1.704963857,3.6870397,47.31142121,3.922390728,35.26022592
4658,Put,70,129.1866564,1.788905123,5.8541367,55.74728304,0.300789357,0.007253364
4659,Put,130,62.22117373,0.400301072,3.2843657,5.192294364,1.661680239,66.89354654
4660,Put,60,148.5746664,1.251024857,3.2913368,92.06835592,1.827804717,1.535969471
4661,Call,80,108.6414911,0.786473408,5.1584365,9.148760362,2.557430971,27.9293466
4662,Put,90,88.33223146,0.749575861,2.7021922,86.4139199,0.405627272,7.357459705
4663,Call,130,123.2948064,1.675829796,3.5394782,0.443829101,2.088092039,6.988551751
4664,Put,60,127.3131276,1.008803019,4.8381584,45.72280333,2.592667635,0.491859944
4665,Call,120,98.23218053,0.508590106,5.1247608,83.62262585,3.50216066,10.76883738
4666,Put,110,110.8163506,0.318216709,4.28313,59.77158252,3.53542502,13.24402285
4667,Call,100,61.80754528,1.234115073,3.9604606,82.5454319,2.585378026,6.491194193
4668,Put,60,149.9984059,1.594122409,5.3973658,18.78792723,3.946067071,0.222699172
4669,Call,70,72.76060424,1.285945622,4.8568877,9.598516727,3.899685086,9.534095369
4670,Put,90,147.4489855,0.64004336,3.2698172,43.31280453,2.056739979,0.310653372
4671,Put,90,129.490048,1.528367086,3.2655361,38.34196965,3.54612895,6.978087716
4672,Call,90,68.59060786,1.70091685,2.8116948,84.20697975,1.633150602,9.50463828
4673,Call,140,101.1893157,1.159901493,4.1381654,60.86716455,2.995567421,10.10578521
4674,Call,140,107.5763493,0.992744658,5.3030573,87.94697755,3.247482163,16.26498473
4675,Put,60,67.64282174,0.71403915,4.5134899,85.33093578,0.39246504,1.682504113
4676,Call,60,103.6772485,1.82393356,5.2157331,18.42944625,1.818713173,40.02643012
4677,Put,100,66.62110598,1.314295446,5.1453872,27.75834587,1.970958237,32.29872595
4678,Put,70,136.9712689,1.441073468,4.7604137,69.19252383,3.754880365,4.761900333
4679,Put,70,149.6512611,1.036798493,5.5640813,93.76333531,0.437942554,0.005149072
4680,Call,120,117.793765,1.455023527,3.2690359,68.63974996,0.426225056,9.17047754
4681,Call,120,124.2621444,0.970613756,2.5207071,7.27476567,3.975535899,14.32740812
4682,Call,120,120.0092541,1.697713916,4.3788459,4.724579398,3.762785509,12.27811953
4683,Call,100,91.43133667,1.677577489,3.5619847,86.38139593,1.296376471,14.00242219
4684,Call,150,51.30553609,0.494418085,2.0822445,2.774774346,2.080255505,7.65E-22
4685,Call,80,127.2245986,1.640272791,5.2464869,25.58456393,3.242644238,46.09191923
4686,Put,60,104.9350647,0.650042808,5.6043667,44.53880525,2.170710029,0.136662866
4687,Put,90,97.10146873,1.691942416,3.2828234,46.24388028,1.215452762,9.781502412
4688,Call,140,133.1134929,0.419996791,2.9800433,35.19695792,1.527662183,6.674896859
4689,Call,140,99.17316673,0.980849984,5.7681706,21.18458552,0.791396743,0.084653065
4690,Call,130,121.3330097,0.880361839,5.6278765,18.0266102,2.336179587,7.379245342
4691,Call,130,135.2448703,1.702090351,2.8551485,40.77523442,3.148244628,30.30540732
4692,Call,100,109.1714577,0.602415267,4.3095451,78.8730334,3.460103585,24.12461966
4693,Put,60,101.4302052,1.195241477,3.1339039,48.12336354,0.898669603,0.123247974
4694,Put,50,79.33780742,1.677976701,3.8720739,96.449468,1.999275342,6.431260946
4695,Put,140,101.7444497,1.759209086,2.706486,87.70853321,0.746641199,42.90891045
4696,Call,80,119.5683398,0.802467009,4.1979788,58.81263562,0.590798259,38.36187963
4697,Put,140,107.7434937,0.897798663,2.3649059,74.88605788,0.847250814,35.40806329
4698,Put,50,79.71800991,1.932374877,4.6948186,52.17633854,3.75429349,6.81077972
4699,Call,140,107.0433405,1.886422565,2.110521,84.93970769,1.313216644,11.36061135
4700,Call,140,109.6047817,1.219771094,4.3336799,48.86073878,1.779529245,6.160041351
4701,Put,80,96.72322998,0.899881284,2.3511613,88.49115424,1.549373263,8.028167994
4702,Put,100,100.980084,1.579170873,3.4515375,37.69453154,2.703358586,16.6736718
4703,Call,60,51.07719544,0.847929946,3.6664236,12.43885227,0.835173228,0.184466111
4704,Call,70,119.9514544,1.80090591,3.8608779,36.16590806,2.551748771,48.78833731
4705,Call,140,57.09539289,1.476336945,2.6439718,58.38818544,3.243009284,1.573666226
4706,Call,100,82.16415198,0.544777283,4.6014235,61.77870811,1.287845654,2.738656001
4707,Call,130,54.84777294,1.406158081,3.6220385,35.85379918,3.942693851,0.341397048
4708,Put,90,118.0832176,0.691717145,2.9908374,19.15719748,0.949487163,0.035160978
4709,Call,130,90.80719481,1.5931839,2.9675899,81.15033242,3.762969752,16.99529997
4710,Call,110,149.4609176,0.98682977,4.9236245,87.41631132,1.509157872,44.87508927
4711,Call,130,135.8329285,0.511700545,2.8541739,71.55271893,2.874385002,22.77088562
4712,Put,150,74.23946283,1.740922324,4.6085547,11.22581091,1.839185087,69.93654109
4713,Call,130,83.63162515,0.557689821,2.1118901,78.49385276,2.202915598,1.931058673
4714,Call,100,100.5596815,1.440865671,3.9964056,78.86019666,0.879229203,13.5690707
4715,Call,70,87.28543654,1.107268897,5.6817643,14.66078649,2.711315192,18.48093898
4716,Put,90,141.3758974,1.452107822,2.7033042,32.13661878,2.89538335,3.081544526
4717,Call,100,79.25930931,1.412794187,4.91311,84.42038879,0.907872081,6.252898857
4718,Put,130,69.19601086,0.781885108,3.3841378,72.40997821,0.293880437,59.21638077
4719,Call,130,61.21390837,0.720956752,2.3193289,68.10716208,1.784611289,0.14616839
4720,Put,140,105.2415314,0.895970519,5.6446353,83.22305031,0.804920272,35.33715429
4721,Put,90,70.25137722,0.573030964,3.177992,59.11675171,0.934517202,20.44556277
4722,Put,80,107.3365801,0.925586305,2.2265188,71.87087629,2.766332746,7.858185427
4723,Put,90,65.57843086,0.864531531,3.2486059,3.217693127,0.411134342,23.74522613
4724,Put,140,141.4000932,1.580479624,3.5156506,91.61303974,3.790218077,44.73956633
4725,Call,120,111.2109697,1.489948529,5.0308624,10.47694622,3.237615185,8.073615632
4726,Call,130,57.9577431,1.945682454,4.9724927,15.14755566,2.406051754,0.027695882
4727,Put,60,129.2616389,1.887249957,4.3357592,56.25275,2.389342336,2.480355956
4728,Put,110,90.56383173,1.464839931,3.682619,47.25377882,2.537310731,28.78599869
4729,Put,90,95.88916409,1.156445044,2.6774123,61.329947,0.845053964,6.64025328
4730,Call,130,91.40336975,1.68042964,2.6345694,51.5380056,0.661287306,1.351411847
4731,Put,110,132.706492,0.507422667,5.8010919,18.89574598,1.95733693,1.10598405
4732,Put,100,135.0270978,0.363389899,3.8394309,80.58747256,2.319253576,2.474301966
4733,Put,50,122.6399816,0.548577027,5.4104677,66.63186795,2.830215767,0.131698891
4734,Put,60,140.679976,1.655125059,4.852664,45.25103185,2.809164464,1.199049714
4735,Call,110,122.1020027,0.761367966,2.8349246,7.28656129,0.364219597,12.04109855
4736,Call,130,121.7342461,0.544181409,3.7088703,95.94989678,0.955264519,11.15928467
4737,Put,150,129.2739225,1.723456098,2.0021294,83.78030258,1.052816365,36.5198712
4738,Call,130,55.4264867,1.176756332,3.6958455,63.14487693,1.421838515,0.158604384
4739,Put,70,74.56035329,0.929572136,5.5697171,47.25466111,0.431424456,2.296202836
4740,Call,120,98.4692494,1.639687233,5.5422746,99.72940226,3.487182454,28.37251821
4741,Put,70,64.47990361,0.354485114,5.8485723,29.57288381,3.343949155,8.618729881
4742,Call,80,66.55132831,1.902739185,5.3304186,13.5207121,3.649049744,4.604432291
4743,Put,70,87.22236988,1.497714836,5.208572,36.04285655,3.984092469,8.297960185
4744,Put,100,142.485943,0.26027137,5.5186284,18.80426123,0.483568672,3.41E-12
4745,Put,90,72.55876899,1.537796952,4.0774229,67.58082208,1.46011472,23.00557517
4746,Call,140,80.80704884,1.593630666,3.8140999,6.428567202,3.310093721,0.187993312
4747,Put,140,112.5079522,1.080510976,4.690889,54.67776812,3.073937395,39.39338148
4748,Put,50,124.6555829,0.943131435,4.1044784,22.31000438,1.885707923,0.000246296
4749,Call,100,111.9382355,0.660336296,4.727531,29.28317892,3.319840354,18.51256429
4750,Call,130,86.56663136,1.550674588,3.2381802,63.87898136,3.107235565,10.5639859
4751,Put,90,133.3803654,1.147835803,2.492907,16.80424191,3.357854368,0.985469372
4752,Put,60,79.78429032,1.610688334,2.02345,48.58991221,1.790634551,3.737071712
4753,Put,100,99.78387977,1.568148028,2.0316385,71.97388728,1.094956118,15.78218796
4754,Call,130,149.9861964,1.568480698,5.8359356,65.99114221,1.927451452,38.55116738
4755,Put,50,139.9874973,0.869448904,2.0912873,12.01711722,1.707467447,1.27E-08
4756,Call,130,93.17882819,0.369945121,2.6232338,23.70282091,2.897418239,0.174753541
4757,Put,100,72.89658028,1.552626213,3.1649632,25.07880685,3.801413176,30.56957869
4758,Call,70,112.7746049,0.44271459,3.9316013,84.54237389,3.167831469,44.1009537
4759,Call,130,149.0245669,1.877731459,5.4367982,80.26608043,1.23993407,33.31395743
4760,Call,80,90.48742416,1.99784548,2.2422543,45.09861294,0.756587494,15.13392845
